Time_Stamp,NB1300Vibracion1,NB1300Vibracion2,NB1300Vibracion3,NB1300Vibracion4,NB1300Vibracion5,NB1300Vibracion6,NB1300tPrec,NB1300tGener,NB1300tCuarto,NB1300tBloque,NB1300tAmbien,NB1300hCuarto
7/30/2022 8:38,2.8,2.8,2.9,3.5,3,3.3,41,37,25,38,21,29
7/30/2022 8:39,2.5,2.5,2.6,2.8,3.3,3.3,40,37,25,37,20,29
7/30/2022 8:40,1.7,2.7,3.1,3.3,2.8,2.8,39,37,25,36,20,30
7/30/2022 8:41,1.1,2.1,2.5,2.6,2.3,2.3,39,37,25,36,20,29
7/30/2022 8:42,1.8,2.8,2.8,2.8,3.8,3.7,38,37,25,35,19,29
7/30/2022 8:43,1.1,2.1,2.4,2.2,2.5,2.4,38,36,25,35,19,30
7/30/2022 8:44,1.2,2.2,3,2.3,2.2,2.4,40,39,25,37,20,29
7/30/2022 8:45,2.4,2.4,2.9,2.7,3.1,2.5,42,40,25,39,22,29
7/30/2022 8:46,2.9,2.9,3.1,3.8,3.5,3.5,43,41,25,40,23,28
7/30/2022 8:47,1.6,2.6,3.5,3.6,3.4,3.4,44,41,25,41,25,28
7/30/2022 8:48,3,3,3.7,4,3.6,3.5,45,41,25,41,25,28
7/30/2022 8:49,2.1,2.1,3.1,2.1,2.4,2.5,45,41,25,42,26,28
7/30/2022 8:50,1.6,2.6,3,2.6,3.4,2.9,46,42,25,42,26,28
7/30/2022 8:51,1.4,2.4,2.5,2.6,3,3.3,45,40,25,42,26,28
7/30/2022 8:52,1.5,2.5,2.8,2.8,2.9,2.7,43,38,25,39,23,29
7/30/2022 8:53,1.1,2.1,3.1,2.8,2.3,3.1,42,37,25,37,21,30
7/30/2022 8:54,2,3,4,3.9,3,4,41,37,25,37,21,30
7/30/2022 8:55,1.5,2.5,3.3,3.5,2.9,2.9,41,36,25,36,21,30
7/30/2022 8:56,1.4,2.4,3.2,2.6,2.6,3.2,41,37,25,36,20,29
7/30/2022 8:57,2.4,2.4,2.5,2.9,2.8,2.8,41,36,26,36,20,29
7/30/2022 8:58,1.4,2.4,2.8,2.4,3.4,2.9,43,38,25,37,19,29
7/30/2022 8:59,2.4,2.4,2.7,2.4,3.2,3.3,44,39,26,38,20,29
7/30/2022 9:00,2.4,2.4,2.9,2.8,3.2,3.1,46,40,26,40,23,29
7/30/2022 9:01,2.6,2.6,3.5,2.8,2.6,2.8,46,40,26,41,24,29
7/30/2022 9:02,3,3,3,3,3.2,3.9,47,41,26,42,25,29
7/30/2022 9:03,2.9,2.9,3.7,3.9,3.3,3.2,47,42,26,43,25,29
7/30/2022 9:04,2.4,2.4,2.6,3.3,3.3,2.8,47,42,26,43,25,28
7/30/2022 9:05,1.7,2.7,2.7,3.6,3.4,3.5,47,42,26,44,26,28
7/30/2022 9:06,1.4,2.4,2.5,3.3,2.5,2.4,45,39,26,42,25,28
7/30/2022 9:07,2,2,2.6,2.3,2.1,2,43,38,26,39,23,29
7/30/2022 9:08,1.4,2.4,2.6,2.5,2.8,3.3,41,38,26,38,22,29
7/30/2022 9:09,2.9,2.9,3,3.9,3.7,3.8,40,37,26,37,21,30
7/30/2022 9:10,1.4,2.4,2.8,3.2,3.1,3.3,40,37,26,36,20,29
7/30/2022 9:11,1.7,2.7,3.7,3.3,3.1,3.1,39,36,26,36,19,29
7/30/2022 9:12,1.9,2.9,3.8,3.6,3.1,3.8,39,36,26,36,18,29
7/30/2022 9:13,2,3,3.9,3.4,3.6,4,39,36,26,35,18,28
7/30/2022 9:14,1.3,2.3,2.3,2.9,2.3,3,39,37,26,36,19,28
7/30/2022 9:15,2.3,2.3,3.2,2.6,2.7,2.6,41,39,26,38,21,28
7/30/2022 9:16,2.1,2.1,3.1,2.6,2.2,2.8,42,40,26,39,22,28
7/30/2022 9:17,2.9,2.9,2.9,3.9,2.9,3.7,43,40,26,40,23,28
7/30/2022 9:18,2.6,3.6,4.2,4.5,4.2,4.2,43,41,26,41,23,27
7/30/2022 9:19,1,2,2.3,3,2.6,2.2,44,41,26,41,24,28
7/30/2022 9:20,2.7,2.7,3.4,2.7,2.7,3.3,45,42,26,42,25,27
7/30/2022 9:21,1,2,2.6,2.9,3,2.4,45,42,26,42,26,27
7/30/2022 9:22,1.5,2.5,3,3.5,2.5,3.3,46,42,26,42,25,28
7/30/2022 9:23,2.9,2.9,3.3,3.8,3.7,3.5,46,42,26,43,26,28
7/30/2022 9:24,1.3,2.3,2.4,3.1,3.1,2.4,43,39,26,40,23,28
7/30/2022 9:25,2.1,2.1,2.2,2.3,2.6,2.4,42,38,26,38,21,28
7/30/2022 9:26,1.8,2.8,3.3,3.5,3.4,3.5,41,38,26,37,20,28
7/30/2022 9:27,1.4,2.4,2.5,3.3,2.6,3.1,41,37,26,36,20,29
7/30/2022 9:28,2.4,2.4,2.5,2.6,3,3,41,37,26,36,20,28
7/30/2022 9:29,1.4,2.4,2.8,2.6,2.9,2.5,41,37,26,35,19,28
7/30/2022 9:30,2.3,2.3,2.8,2.8,2.6,2.5,41,37,26,35,20,28
7/30/2022 9:31,1.2,2.2,3,2.6,2.6,2.6,41,37,26,36,19,28
7/30/2022 9:32,1.3,2.3,2.9,2.7,2.8,2.5,44,40,26,38,21,28
7/30/2022 9:33,2,2,2.9,2.6,2.9,2.6,45,40,26,39,22,28
7/30/2022 9:34,2.8,2.8,3.7,2.9,3.8,3.2,46,41,27,41,23,28
7/30/2022 9:35,3,3,3.9,3.6,3.8,3.2,47,41,26,42,25,28
7/30/2022 9:36,1,2,2.5,2.6,2.1,2.5,47,41,26,42,25,28
7/30/2022 9:37,1.5,2.5,2.5,2.7,2.8,2.8,48,41,26,43,25,28
7/30/2022 9:38,1.4,2.4,2.6,3.3,2.6,3.3,47,41,26,43,25,27
7/30/2022 9:39,3,3,3,3.1,3.4,3.6,47,41,26,44,25,27
7/30/2022 9:40,2.9,2.9,3.2,3.3,3.6,3.3,47,41,26,44,25,27
7/30/2022 9:41,2.9,2.9,3.3,3.7,3,2.9,44,38,26,41,23,27
7/30/2022 9:42,2.5,2.5,3,2.5,2.8,3.3,42,38,26,38,21,28
7/30/2022 9:43,1.8,2.8,3,3.5,2.8,3.5,41,37,26,37,20,29
7/30/2022 9:44,2.9,2.9,3.9,3.1,3.6,3,40,37,26,37,20,29
7/30/2022 9:45,2.2,2.2,2.8,2.2,2.6,3.2,40,37,26,36,20,29
7/30/2022 9:46,1.7,2.7,2.8,2.9,2.7,3.4,39,37,27,36,20,29
7/30/2022 9:47,2.1,2.1,2.8,2.8,2.9,2.7,39,37,27,36,20,29
7/30/2022 9:48,2,2,2.1,2,3,3,40,38,27,37,20,29
7/30/2022 9:49,2.1,2.1,2.5,2.4,2.6,2.6,41,40,26,38,22,28
7/30/2022 9:50,1.6,2.6,2.7,3.5,3.5,2.9,42,40,26,40,23,28
7/30/2022 9:51,1.9,2.9,3.6,3.7,3.9,3.1,43,41,26,41,24,28
7/30/2022 9:52,1.6,2.6,3.3,3.2,3.4,3.5,43,41,26,41,25,27
7/30/2022 9:53,1,2,3,2.2,2.4,2.8,44,41,27,42,25,27
7/30/2022 9:54,1.7,2.7,3.7,3.5,3.6,3.6,45,42,27,42,26,27
7/30/2022 9:55,3,3,3.6,3,3.8,3.9,45,42,27,42,25,27
7/30/2022 9:56,2.7,2.7,3.5,2.7,3.1,3.6,44,40,26,42,25,27
7/30/2022 9:57,2.8,2.8,3.8,3.3,3.2,3.1,42,38,26,39,22,28
7/30/2022 9:58,2,3,3.7,3,4,3.9,41,38,26,37,21,28
7/30/2022 9:59,2,3,3.4,4,4,3.7,41,37,27,36,20,28
7/30/2022 10:00,2.3,2.3,2.5,2.7,2.3,2.7,41,37,26,36,20,29
7/30/2022 10:01,2.6,2.6,3.2,3.5,3.3,3.1,41,37,26,36,19,29
7/30/2022 10:02,2,2,2.7,2.8,2.3,2.6,41,37,26,36,18,29
7/30/2022 10:03,2.7,2.7,3.3,3.2,3.3,2.7,41,37,26,35,18,29
7/30/2022 10:04,2.5,2.5,3.5,3.4,3,3,42,38,27,36,19,29
7/30/2022 10:05,2,3,4,3.2,3.3,3.9,44,40,26,38,21,28
7/30/2022 10:06,2.3,2.3,2.8,3,2.4,3.2,45,40,26,40,23,28
7/30/2022 10:07,1.3,2.3,2.4,2.4,2.8,3.3,46,40,26,41,24,28
7/30/2022 10:08,1.7,2.7,2.9,3.4,3.6,3.6,47,41,26,42,24,28
7/30/2022 10:09,2.9,2.9,3.6,3.1,3.5,3.8,47,42,26,42,25,28
7/30/2022 10:10,2.2,2.2,2.9,3,3,3,48,42,26,43,26,27
7/30/2022 10:11,2.2,2.2,2.9,3.1,2.3,2.3,47,42,26,43,26,28
7/30/2022 10:12,1.1,2.1,2.8,2.5,2.8,3,46,41,26,43,25,28
7/30/2022 10:13,1.9,2.9,3.1,3.1,3.5,3,43,39,27,40,23,28
7/30/2022 10:14,1.9,2.9,3.7,3.2,3.7,3.8,42,38,26,38,21,29
7/30/2022 10:15,1.4,2.4,3,3.3,3.4,2.8,41,38,26,37,20,29
7/30/2022 10:16,2.4,2.4,3.4,2.7,2.8,2.4,40,38,27,37,19,29
7/30/2022 10:17,2.8,2.8,3,3.8,2.8,3.5,40,37,27,36,19,29
7/30/2022 10:18,2.3,2.3,3.2,2.8,2.7,3.2,39,37,27,36,19,29
7/30/2022 10:19,2,3,3.2,3.8,3.6,3.2,39,37,27,36,19,29
7/30/2022 10:20,2.4,2.4,3.4,3.3,2.5,2.9,40,39,27,37,19,29
7/30/2022 10:21,2.3,2.3,2.3,3.1,2.7,2.6,41,40,27,38,21,28
7/30/2022 10:22,3,3,3.7,3.3,3.4,3.9,42,41,27,40,23,28
7/30/2022 10:23,1.6,2.6,3,3,3.1,2.8,43,41,27,41,23,28
7/30/2022 10:24,2.3,2.3,3,2.8,2.4,2.7,43,42,27,41,23,28
7/30/2022 10:25,2.9,2.9,3,3,3.1,3.8,44,42,26,42,25,27
7/30/2022 10:26,2.7,2.7,2.9,2.9,2.9,3.6,44,42,27,42,25,27
7/30/2022 10:27,2.7,2.7,3.6,2.7,2.9,3.6,45,43,27,42,25,27
7/30/2022 10:28,1.5,2.5,3.5,2.9,3.1,3.5,45,42,26,42,25,27
7/30/2022 10:29,2.5,2.5,3.3,3.4,2.7,3.1,43,39,27,39,22,28
7/30/2022 10:30,2.5,2.5,3.1,2.8,3.3,3.5,41,38,27,37,21,28
7/30/2022 10:31,1.4,2.4,2.9,3.1,2.9,3.1,41,38,27,37,20,28
7/30/2022 10:32,1.4,2.4,2.7,3.3,3.4,2.9,41,38,27,36,20,28
7/30/2022 10:33,3,3,3.8,3.6,3.5,3.8,41,38,27,36,20,28
7/30/2022 10:34,1.7,2.7,3.2,3.6,3.3,3.5,41,38,26,36,20,28
7/30/2022 10:35,1.3,2.3,2.9,2.4,3.3,3.2,41,37,26,36,19,29
7/30/2022 10:36,1.6,2.6,3.6,3.5,3.5,3.6,42,39,27,36,20,28
7/30/2022 10:37,1.4,2.4,3.1,3.2,3.2,2.4,44,41,27,38,22,28
7/30/2022 10:38,1,2,3,2,2.6,2.9,45,41,27,40,23,27
7/30/2022 10:39,1.3,2.3,2.4,2.3,3.3,2.9,46,42,27,41,24,27
7/30/2022 10:40,2.7,2.7,2.9,3.1,3.1,2.7,47,42,27,42,25,27
7/30/2022 10:41,2.7,2.7,2.9,3.6,3.2,3.7,47,43,27,42,26,28
7/30/2022 10:42,3,3,3.4,3.9,3.7,3.7,48,43,27,43,26,28
7/30/2022 10:43,2.5,2.5,3,3.4,3,3.1,47,41,27,42,26,27
7/30/2022 10:44,1.1,2.1,2.3,3,2.8,2.6,44,39,27,40,22,28
7/30/2022 10:45,2.9,2.9,3.9,3.5,3.9,3.1,42,38,27,38,21,28
7/30/2022 10:46,2.8,2.8,3,3.6,3.8,3.5,42,38,27,37,21,28
7/30/2022 10:47,2.8,2.8,3.4,3.2,3.7,3.1,41,38,27,37,20,28
7/30/2022 10:48,1.6,2.6,3.2,3.4,3.3,2.8,40,38,27,36,20,28
7/30/2022 10:49,2.5,2.5,2.9,3.5,3.1,2.6,40,38,27,36,20,28
7/30/2022 10:50,2.7,2.7,3.5,3.6,3.2,3.2,39,38,27,36,20,28
7/30/2022 10:51,1.8,2.8,3.3,3.7,2.8,3.6,40,39,27,37,20,29
7/30/2022 10:52,1.2,2.2,2.3,2.5,3.1,3.2,42,40,27,39,22,28
7/30/2022 10:53,1.4,2.4,2.5,2.6,2.8,2.9,43,40,27,40,23,28
7/30/2022 10:54,2.9,2.9,3.2,3.9,3.8,3.6,43,41,27,41,25,28
7/30/2022 10:55,1.5,2.5,2.9,3.2,2.5,2.8,43,42,27,41,25,28
7/30/2022 10:56,2.4,2.4,2.9,2.8,3.2,3.1,43,42,27,42,26,28
7/30/2022 10:57,2.3,2.3,2.6,2.7,2.9,3.3,44,42,27,42,27,28
7/30/2022 10:58,2.2,2.2,2.8,3.2,2.6,2.8,44,43,27,42,27,28
7/30/2022 10:59,2,2,2.5,2.7,2.9,3,43,40,27,41,25,28
7/30/2022 11:00,2,2,2.4,3,3,2.4,41,39,27,38,23,28
7/30/2022 11:01,1.9,2.9,3.2,3.5,2.9,3.4,41,39,27,37,22,28
7/30/2022 11:02,1.3,2.3,3.1,2.9,2.8,2.7,40,38,27,37,22,29
7/30/2022 11:03,1,2,2.8,2.8,2.4,2.1,40,37,27,36,21,28
7/30/2022 11:04,1.3,2.3,3.1,2.5,3.2,3,40,37,27,36,20,28
7/30/2022 11:05,1.2,2.2,2.7,3.1,2.6,2.7,41,37,27,36,20,28
7/30/2022 11:06,2,3,3.1,3.9,3.3,3.2,41,38,27,36,20,28
7/30/2022 11:07,3,3,3.4,3.3,3.6,3.6,41,37,27,36,20,28
7/30/2022 11:08,2.6,2.6,3.6,3.6,2.6,2.7,42,38,27,36,19,28
7/30/2022 11:09,2.7,2.7,2.8,3.7,3.2,2.8,44,40,27,38,21,28
7/30/2022 11:10,1.1,2.1,2.1,3,2.5,2.4,45,41,27,40,23,27
7/30/2022 11:11,2.8,2.8,2.8,3.2,3.2,3.6,46,41,27,41,24,27
7/30/2022 11:12,1.8,2.8,3.8,2.8,3.8,2.9,47,41,27,42,25,27
7/30/2022 11:13,3,3,3.4,3.1,3.1,3.9,47,42,27,42,26,27
7/30/2022 11:14,2,2,2.7,2,2.7,2.5,48,42,27,43,26,27
7/30/2022 11:15,1.7,2.7,3.3,3,3.2,3.1,48,43,27,43,27,27
7/30/2022 11:16,1.4,2.4,2.9,2.5,2.9,2.6,46,40,27,42,25,27
7/30/2022 11:17,2.4,2.4,3.3,2.4,2.8,2.4,44,39,27,39,23,28
7/30/2022 11:18,2.5,2.5,3.1,3.4,3.4,2.8,42,38,27,38,22,28
7/30/2022 11:19,2.8,2.8,3.6,3,3.8,3.1,41,38,27,38,21,28
7/30/2022 11:20,2.8,2.8,3.6,3.4,3.2,3.6,41,38,27,37,21,28
7/30/2022 11:21,1.3,2.3,2.3,2.4,2.7,3,40,38,27,37,21,28
7/30/2022 11:22,1.7,2.7,3.7,3.5,3.3,2.9,40,38,27,36,20,28
7/30/2022 11:23,2.3,2.3,2.5,2.6,3.1,2.7,40,38,27,36,20,28
7/30/2022 11:24,1.9,2.9,3.2,3.3,3.5,3.7,39,38,27,36,20,28
7/30/2022 11:25,1.8,2.8,3.1,3.6,2.8,3.4,39,38,27,36,20,28
7/30/2022 11:26,1.8,2.8,3.6,3.6,3.1,3.3,41,40,27,38,22,27
7/30/2022 11:27,3,3,3.4,3.6,4,3.7,42,41,27,39,23,27
7/30/2022 11:28,1.6,2.6,2.6,2.7,3.6,2.8,42,41,27,40,24,27
7/30/2022 11:29,1.1,2.1,2.4,2.7,2.7,2.3,43,41,27,41,25,27
7/30/2022 11:30,2.2,2.2,2.7,2.3,3.2,2.5,44,42,27,41,26,27
7/30/2022 11:31,2.3,2.3,2.3,2.9,2.6,2.3,44,42,27,42,26,27
7/30/2022 11:32,2.8,2.8,2.9,2.9,3.8,3,45,43,27,42,26,27
7/30/2022 11:33,2.2,2.2,3.1,2.4,2.9,2.4,44,40,27,41,25,27
7/30/2022 11:34,2.7,2.7,3.7,3.4,3.6,3.3,42,39,27,38,23,27
7/30/2022 11:35,1.1,2.1,2.9,3,2.5,2.1,42,38,27,37,21,28
7/30/2022 11:36,2.5,2.5,3.3,3.1,2.5,2.8,41,38,27,37,21,28
7/30/2022 11:37,2.8,2.8,3.4,2.9,2.9,3.4,41,38,27,36,21,28
7/30/2022 11:38,2,3,3.2,3.5,3.2,3.9,41,38,27,36,21,28
7/30/2022 11:39,2.9,2.9,3.5,3.7,3.3,3.5,41,37,27,36,20,28
7/30/2022 11:40,2.3,2.3,2.7,3,3.1,2.8,41,37,27,36,20,28
7/30/2022 11:41,1.6,2.6,3.1,3.2,3.2,3.2,41,38,27,36,20,28
7/30/2022 11:42,2.9,2.9,3.7,3.2,3.1,3.8,44,40,27,38,21,28
7/30/2022 11:43,1.6,2.6,3.1,3.5,3,2.6,45,41,27,39,23,28
7/30/2022 11:44,2.7,2.7,3.7,3.3,2.8,3.4,46,41,27,41,24,28
7/30/2022 11:45,2,2,2.1,2,2.8,2.2,47,41,27,42,25,27
7/30/2022 11:46,2.1,2.1,2.4,2.7,2.9,2.4,47,41,27,42,25,27
7/30/2022 11:47,2.4,2.4,2.5,2.6,2.5,2.6,48,41,27,43,26,27
7/30/2022 11:48,2.3,2.3,2.5,2.8,2.5,2.8,48,41,27,43,25,27
7/30/2022 11:49,1.4,2.4,3.2,2.6,2.7,2.5,48,42,27,44,26,27
7/30/2022 11:50,1.4,2.4,2.7,2.4,3.4,3.3,45,39,27,41,24,27
7/30/2022 11:51,1.6,2.6,2.9,3.3,3.3,2.6,43,38,27,39,23,28
7/30/2022 11:52,2.5,2.5,2.6,2.9,3,2.6,42,38,27,38,22,28
7/30/2022 11:53,2.1,2.1,2.3,2.1,2.1,2.8,41,37,27,37,21,28
7/30/2022 11:54,1.3,2.3,3.1,3.3,3.1,3.2,40,37,27,37,20,28
7/30/2022 11:55,1.6,2.6,3.1,3.1,3.5,3.5,40,37,27,36,20,28
7/30/2022 11:56,1.9,2.9,3.8,3,3.6,3.7,40,37,27,36,20,28
7/30/2022 11:57,1.9,2.9,3.4,3.2,3.3,2.9,39,36,27,36,20,28
7/30/2022 11:58,2,2,2.5,2.9,3,2.1,39,37,27,35,20,28
7/30/2022 11:59,2.9,2.9,3.7,3.5,3.7,3.3,40,38,27,36,20,28
7/30/2022 12:00,2.7,2.7,2.7,3.4,3.3,2.7,41,40,27,38,22,28
7/30/2022 12:01,2.3,2.3,3.3,2.5,2.9,3.1,42,40,27,40,23,28
7/30/2022 12:02,2.8,2.8,3.4,3.3,3.5,2.8,43,41,27,40,23,28
7/30/2022 12:03,2.3,2.3,2.9,3,2.3,2.5,44,41,27,41,24,28
7/30/2022 12:04,1.3,2.3,2.3,2.4,2.7,2.6,44,42,27,41,25,28
7/30/2022 12:05,2.9,2.9,3.7,3.4,3.8,3.6,45,42,27,42,25,28
7/30/2022 12:06,2.6,2.6,2.9,3.5,2.7,3,45,42,27,42,26,28
7/30/2022 12:07,2.2,2.2,3.1,3.2,2.9,3.2,45,42,27,42,26,28
7/30/2022 12:08,3,3,3.5,3.5,3.4,3.3,43,40,27,40,24,28
7/30/2022 12:09,2,2,2.5,2.3,2.2,2.5,42,40,27,38,23,29
7/30/2022 12:10,1.8,2.8,3.3,3.4,3.6,2.8,42,39,27,38,23,29
7/30/2022 12:11,1.3,2.3,3.1,3.1,3.2,3.2,42,39,27,38,23,29
7/30/2022 12:12,2.8,2.8,3.4,3.6,3.8,3.6,42,39,27,37,22,29
7/30/2022 12:13,2.2,2.2,2.5,2.5,2.5,2.4,42,39,27,37,22,29
7/30/2022 12:14,2.9,2.9,3.7,3.3,3.2,3,42,39,27,37,22,29
7/30/2022 12:15,3,3,3,3.5,3.1,4,42,39,27,37,22,29
7/30/2022 12:16,2.4,2.4,3.2,3.4,2.4,2.8,42,39,27,37,22,29
7/30/2022 12:17,2.9,2.9,3.8,3.5,3.6,3.4,42,38,27,37,22,29
7/30/2022 12:18,1.4,2.4,2.4,2.4,2.9,2.9,42,39,27,37,22,29
7/30/2022 12:19,1.1,2.1,3,2.5,2.9,2.1,42,39,27,37,22,29
7/30/2022 12:20,2,2,2.2,2.7,2,2.5,42,38,27,37,22,29
7/30/2022 12:21,1.3,2.3,2.4,2.4,3,3.1,42,39,27,37,22,29
7/30/2022 12:22,1.2,2.2,2.5,3.2,3.2,3,42,39,27,37,23,29
7/30/2022 12:23,1.8,2.8,3.3,3,3,3.7,42,38,27,37,22,29
7/30/2022 12:24,2.4,2.4,2.9,3.3,3.1,2.5,42,39,27,38,23,29
7/30/2022 12:25,1.2,2.2,2.9,2.2,2.5,2.5,41,38,27,38,21,29
7/30/2022 12:26,2.8,2.8,3.8,3.2,3.2,3.4,41,38,27,37,21,29
7/30/2022 12:27,2,3,3.2,3.6,3.4,3.8,41,39,27,37,21,29
7/30/2022 12:28,1.2,2.2,2.8,2.4,2.9,2.6,40,38,27,37,21,29
7/30/2022 12:29,2.3,2.3,3.3,2.5,3,3,40,38,28,37,21,29
7/30/2022 12:30,2.4,2.4,2.5,3.3,2.8,3.3,40,39,27,37,21,29
7/30/2022 12:31,2.2,2.2,2.9,2.3,2.2,2.7,39,38,28,37,22,29
7/30/2022 12:32,1.4,2.4,3.1,3.3,2.6,3.1,39,38,28,36,22,29
7/30/2022 12:33,1.9,2.9,3.6,3.9,3.6,3.7,39,38,28,36,21,29
7/30/2022 12:34,1,2,2.1,3,2.7,2.9,39,38,28,36,21,28
7/30/2022 12:35,3,3,3.5,3.4,3.3,3.5,39,38,27,36,21,28
7/30/2022 12:36,2,2,2.7,2.9,2,2.7,39,37,28,35,21,27
7/30/2022 12:37,2.5,2.5,3.2,2.5,2.7,3,40,37,27,35,21,28
7/30/2022 12:38,1.6,2.6,2.6,2.7,2.6,3.6,40,37,28,35,21,27
7/30/2022 12:39,1.7,2.7,2.9,3.3,3.3,3.5,40,37,28,35,21,27
7/30/2022 12:40,1.4,2.4,3.3,2.7,3.3,3.4,41,38,28,36,21,27
7/30/2022 12:41,2.7,2.7,3.7,3.1,2.7,3.6,43,40,28,38,23,27
7/30/2022 12:42,2,3,4,3,3,3.4,44,40,28,39,23,27
7/30/2022 12:43,2.1,2.1,2.5,2.8,3.1,2.3,45,40,28,40,24,27
7/30/2022 12:44,2.3,2.3,3.1,3,2.3,2.3,46,41,28,41,25,27
7/30/2022 12:45,2.6,2.6,2.9,3.6,3.5,3.5,46,42,28,41,25,27
7/30/2022 12:46,1.5,2.5,2.5,3,2.7,2.8,47,42,28,42,26,27
7/30/2022 12:47,1.1,2.1,3,2.7,2.9,2.3,47,42,28,42,27,27
7/30/2022 12:48,2,2,2.3,2.9,2.1,2.5,46,41,28,42,26,27
7/30/2022 12:49,2,2,2,2.5,2.5,2.8,44,40,28,40,25,27
7/30/2022 12:50,1.1,2.1,2.1,2.2,2.9,2.2,43,39,28,39,24,28
7/30/2022 12:51,3,3,3.8,3.8,3.8,3.2,43,39,28,38,23,28
7/30/2022 12:52,1.6,2.6,2.8,2.6,2.9,2.7,42,39,28,38,22,28
7/30/2022 12:53,2.4,2.4,2.7,2.9,3.3,3.3,42,39,28,37,22,28
7/30/2022 12:54,3,3,3,3.1,3.9,3.7,42,39,28,37,22,28
7/30/2022 12:55,1.6,2.6,3.1,3.2,2.7,2.6,42,39,28,37,22,28
7/30/2022 12:56,2.6,2.6,3.3,3.1,3.4,2.7,42,38,28,37,22,28
7/30/2022 12:57,2.6,2.6,2.9,2.8,3.2,3.5,42,38,28,37,22,27
7/30/2022 12:58,2.4,2.4,2.9,3.1,3.4,3.4,41,38,28,37,22,28
7/30/2022 12:59,2.6,2.6,3.2,3.1,3.2,3.4,41,38,28,37,22,28
7/30/2022 13:00,1,2,2.3,2.8,2.7,2.5,41,38,28,37,22,28
7/30/2022 13:01,2.6,2.6,3.5,3.1,2.9,3.3,40,38,28,36,21,27
7/30/2022 13:02,2.8,2.8,3.1,3.6,2.9,3.4,40,38,28,36,21,27
7/30/2022 13:03,2.9,2.9,3.4,3.9,3,3.7,40,38,28,36,21,27
7/30/2022 13:04,2,2,2.6,2.2,2,2.8,39,38,28,36,21,27
7/30/2022 13:05,2.4,2.4,2.8,2.9,2.9,2.6,39,37,28,36,21,27
7/30/2022 13:06,1.2,2.2,2.3,3,3.1,2.3,39,37,28,36,21,27
7/30/2022 13:07,1.9,2.9,3,3,3.8,3.8,40,39,28,37,21,27
7/30/2022 13:08,2.4,2.4,3,3.3,3.1,3,41,40,28,39,23,27
7/30/2022 13:09,1.8,2.8,3.8,2.8,3.2,3.3,43,41,28,40,24,27
7/30/2022 13:10,2,2,3,2.4,2.5,2.1,43,41,28,41,25,27
7/30/2022 13:11,2.8,2.8,3.2,3,3.4,2.9,44,41,28,41,25,26
7/30/2022 13:12,2.1,2.1,2.8,2.8,3.1,2.6,45,42,28,42,26,26
7/30/2022 13:13,2.2,2.2,3,2.8,2.9,2.8,45,43,28,42,26,26
7/30/2022 13:14,1.7,2.7,3,3.1,3.7,3,46,43,28,42,26,26
7/30/2022 13:15,3,3,3.2,3.1,3.5,4,43,39,28,40,25,26
7/30/2022 13:16,3,3,3.1,3.5,3.1,3,42,39,28,38,23,27
7/30/2022 13:17,2.3,2.3,3.1,3.2,3.1,3.2,42,39,28,37,22,27
7/30/2022 13:18,2.6,2.6,3,2.8,3.5,3.4,42,39,28,37,22,27
7/30/2022 13:19,2.2,2.2,2.4,2.9,3.2,3,42,38,28,37,21,27
7/30/2022 13:20,2.3,2.3,2.7,3.1,2.5,2.4,41,38,28,36,21,27
7/30/2022 13:21,2.1,2.1,2.3,2.2,2.1,2.1,41,38,28,36,21,27
7/30/2022 13:22,1.5,2.5,2.5,2.9,3.4,3.5,41,37,28,36,21,27
7/30/2022 13:23,2.8,2.8,3.3,3.6,3.6,3.8,41,38,28,36,21,27
7/30/2022 13:24,2.7,2.7,3.3,2.7,2.9,3.2,41,37,28,36,20,27
7/30/2022 13:25,1.9,2.9,3.6,3.4,2.9,3.5,41,38,28,36,20,27
7/30/2022 13:26,2.6,2.6,3.3,3,2.9,3.4,43,39,28,37,21,27
7/30/2022 13:27,1.8,2.8,3.5,2.9,3.3,3.6,45,40,28,39,23,27
7/30/2022 13:28,1.9,2.9,3.3,3.4,3.5,3.3,46,41,28,41,24,27
7/30/2022 13:29,2.3,2.3,3.1,2.4,3.3,2.3,47,42,28,41,25,26
7/30/2022 13:30,1.1,2.1,2.2,3,2.4,2.7,47,41,28,42,25,26
7/30/2022 13:31,2.3,2.3,3.3,3.2,3,2.7,48,41,28,43,25,26
7/30/2022 13:32,1.7,2.7,3.1,3.4,2.9,3.7,47,42,28,43,26,26
7/30/2022 13:33,1.4,2.4,3.1,3,2.7,2.6,46,40,28,43,25,26
7/30/2022 13:34,1,2,2.1,2.6,2.6,2.3,43,39,28,40,23,27
7/30/2022 13:35,1.7,2.7,3.7,3.3,3.1,2.8,42,38,28,38,22,27
7/30/2022 13:36,1.6,2.6,3.4,3.3,3,3.2,41,38,28,37,21,27
7/30/2022 13:37,2.4,2.4,3.2,2.4,3.2,2.8,40,38,28,37,21,27
7/30/2022 13:38,2.3,2.3,3.3,2.5,3.3,2.6,40,38,28,37,20,27
7/30/2022 13:39,2.6,2.6,3.6,3.2,2.6,3.5,40,39,28,37,20,27
7/30/2022 13:40,2.6,2.6,2.9,3.1,3.2,2.9,40,39,28,37,20,27
7/30/2022 13:41,2.4,2.4,2.8,3.2,2.5,3.4,40,39,28,37,20,27
